lat,lon,n_nodes,conf_min_dist,wtime,exp_err_m,weight
38.979657962502344,-78.11284245889263,8.0,92.90198389600589,2024-06-24 15:31:31,86.0,0.00013520822065981613
38.97989088219247,-78.11278548009653,8.0,82.91030438226838,2024-06-24 15:33:00,86.0,0.00013520822065981613
38.98007045869267,-78.11259197802312,8.0,92.90198389600589,2024-06-24 15:34:33,86.0,0.00013520822065981613
38.97984038062206,-78.11280449685242,8.0,92.90198389600589,2024-06-24 15:36:01,86.0,0.00013520822065981613
38.980004498966125,-78.11272927475845,8.0,98.41603090780139,2024-06-24 15:37:30,86.0,0.00013520822065981613
38.979972721896516,-78.11260690564445,8.0,87.74813767500933,2024-06-24 15:39:03,86.0,0.00013520822065981613
38.97950970814729,-78.1127268029367,7.0,92.90198389600589,2024-06-24 15:40:32,86.0,0.00013520822065981613
38.979852639421175,-78.11310267238555,8.0,92.90198389600589,2024-06-24 15:42:00,86.0,0.00013520822065981613
38.97979152648982,-78.11280705217143,7.0,87.74813767500933,2024-06-24 15:43:35,86.0,0.00013520822065981613
38.97999864281967,-78.1125272828687,8.0,87.74813767500933,2024-06-24 15:45:02,86.0,0.00013520822065981613
38.97949825574398,-78.11293543968826,8.0,87.74813767500933,2024-06-24 15:46:30,86.0,0.00013520822065981613
38.97964737775056,-78.11264548537622,8.0,78.3519595209361,2024-06-24 15:48:00,86.0,0.00013520822065981613
38.979753739643925,-78.11274009541917,5.0,82.91030438226838,2024-06-24 15:49:32,86.0,0.00013520822065981613
38.97942964619578,-78.11297666611222,6.0,87.74813767500933,2024-06-24 15:51:00,86.0,0.00013520822065981613
38.97966321077859,-78.11304989079004,8.0,87.74813767500933,2024-06-24 15:52:34,86.0,0.00013520822065981613
38.97945141285441,-78.11301436356815,7.0,92.90198389600589,2024-06-24 15:54:02,86.0,0.00013520822065981613
38.979560513689236,-78.11282606848643,6.0,92.90198389600589,2024-06-24 15:55:31,86.0,0.00013520822065981613
38.97977279311605,-78.11291749930172,8.0,82.91030438226838,2024-06-24 15:57:04,86.0,0.00013520822065981613
38.9800534779249,-78.11260763812238,8.0,78.3519595209361,2024-06-24 15:58:32,86.0,0.00013520822065981613
38.9794881134917,-78.113126101718,7.0,87.74813767500933,2024-06-24 16:00:01,86.0,0.00013520822065981613
38.979854836962296,-78.11283133689847,8.0,87.74813767500933,2024-06-24 16:01:30,86.0,0.00013520822065981613
38.97988314365517,-78.11272727605451,6.0,92.90198389600589,2024-06-24 16:03:03,86.0,0.00013520822065981613
38.979508051665064,-78.11274939440118,7.0,92.90198389600589,2024-06-24 16:04:31,86.0,0.00013520822065981613
38.979549705069076,-78.11297367182874,7.0,92.90198389600589,2024-06-24 16:06:00,86.0,0.00013520822065981613
38.97975592956009,-78.11287469323021,8.0,78.3519595209361,2024-06-24 16:07:30,86.0,0.00013520822065981613
